customer_experience,NPS,date,primary_category
"The only negative issue that needs improvement I have experienced with Axon has been with the Taser 7 while at a Taser Instructor course.  I don't have the actual numbers, but it seemed like we (the other students and I) experienced close to 50% failures with that platform.  During live fire exercises all of us in the class were hit by probes that bounced off of the target back at us, several received a shock from the contact.  There were countless probe packs that failed to fire as well.",8,,Product
"Axon is expensive, and it's a product that you continually fork out monies to utilize.  A Sheriff's Office budget is far less than a City Police Department.  Granted that you get what you pay for, remember that sometimes the best product is not always better for an agency.",6,,Cost
Work with people on pricing and better download software.,3,,Cost
"The quality and reliability of the products has been a pretty big problem for our department.  Software bugs have also been an issue with the body cam 3.  But the biggest problem that we have had is not receiving equal quantities of cameras, docks and power supplies for the docks that was ordered.  Talking to knowledgeable people has also been an issue when we try to call customer service to either ask questions or try to order items that were not sent with the departments initial order.",4,,Customer Service
"The quality and reliability of the products has been a pretty big problem for our department.  Software bugs have also been an issue with the body cam 3.  But the biggest problem that we have had is not receiving equal quantities of cameras, docks and power supplies for the docks that was ordered.  Talking to knowledgeable people has also been an issue when we try to call customer service to either ask questions or try to order items that were not sent with the departments initial order.",4,,Product
"Customer service and price/value are horrible, and the sole reason I would not recommend Axon products",2,,Cost
"Customer service and price/value are horrible, and the sole reason I would not recommend Axon products",2,,Customer Service
"More training, cheaper prices.",8,,Cost
"More training, cheaper prices.",8,,Training
"Actually monitor and fix issues with current redaction software, insure installed equipment operates correctly, have customer service reps follow-through on communications.",2,,Customer Service
"Actually monitor and fix issues with current redaction software, insure installed equipment operates correctly, have customer service reps follow-through on communications.",2,,Product
Stop giving out metal business cards and care packages.  Your products are ridiculously expensive and it looks like you are just rubbing that in the customer's face.  Drop the price and save money on all that unnecessary stuff.,4,,Cost
"Axon needs to understand the complexity of large-scale projects like CAD/RMS before launching the product and approving features that the customer didn't find useful or a priority for the agency. In the beginning, the engineers and design team didn't prioritize our request for functions which then caused delays and unwanted designs. Also, the turnover rate is extremely high for product managers and executives which causes the project to move slower and we had to reexplain a lot of information to another person that will not last long.",8,,Product
